activity,patient
"[3.2, 0.0, 66.06666666666666, 100.93333333333334, 31.8, 3.2, 10.433333333333334, 61.03333333333333, 16.9, 46.5, 89.76666666666667, 639.7666666666667, 555.9666666666667, 648.1666666666666, 251.73333333333332, 324.1, 858.8333333333334, 210.3, 317.76666666666665, 672.0333333333333, 284.6666666666667, 479.2, 438.8333333333333, 256.76666666666665, 605.6666666666666, 472.76666666666665, 481.4, 604.0, 581.9666666666667, 482.8, 353.5, 167.36666666666667, 498.1, 200.26666666666668, 216.1, 129.63333333333333, 94.8, 479.43333333333334, 755.1666666666666, 345.96666666666664, 159.1, 266.6, 290.23333333333335, 643.9, 206.2, 7.433333333333334, 10.1, 10.9]",51.0
"[0.0, 99.76666666666667, 28.133333333333333, 9.066666666666666, 9.266666666666667, 21.433333333333334, 109.23333333333333, 719.3333333333334, 708.5333333333333, 1032.2333333333333, 443.56666666666666, 135.36666666666667, 190.7, 380.3666666666667, 330.26666666666665, 169.43333333333334, 229.96666666666667, 320.3, 322.1666666666667, 245.1, 321.7, 370.8333333333333, 280.56666666666666, 342.7, 801.6, 909.2, 364.56666666666666, 446.8666666666667, 461.9, 317.23333333333335, 224.5, 92.03333333333333, 119.7, 174.4, 480.43333333333334, 267.93333333333334, 826.5333333333333, 295.06666666666666, 453.3, 499.6666666666667, 129.56666666666666, 153.06666666666666, 412.1333333333333, 37.86666666666667, 0.0, 46.1, 4.533333333333333, 0.0]",51.0
"[29.833333333333332, 44.166666666666664, 14.333333333333334, 0.0, 40.0, 137.1, 52.733333333333334, 430.03333333333336, 352.26666666666665, 830.1333333333333, 370.96666666666664, 161.06666666666666, 193.06666666666666, 113.3, 498.6, 288.8, 557.5333333333333, 820.8333333333334, 298.46666666666664, 398.56666666666666, 633.4333333333333, 358.8, 245.6, 214.0, 396.1, 432.93333333333334, 547.9, 806.4333333333333, 386.1333333333333, 681.0, 125.6, 200.13333333333333, 236.0, 842.8, 954.0666666666667, 205.06666666666666, 218.03333333333333, 209.3, 149.9, 244.3, 257.76666666666665, 76.06666666666666, 372.03333333333336, 608.5, 499.23333333333335, 7.966666666666667, 10.9, 5.033333333333333]",51.0
"[0.0, 8.533333333333333, 18.7, 0.0, 202.7, 685.7, 424.3666666666667, 108.6, 185.2, 444.06666666666666, 243.06666666666666, 54.2, 111.76666666666667, 121.83333333333333, 200.76666666666668, 586.9333333333333, 107.0, 228.26666666666668, 305.8666666666667, 324.5, 46.6, 362.73333333333335, 115.73333333333333, 125.93333333333334, 78.76666666666667, 151.06666666666666, 429.6, 799.5, 223.6, 427.2, 584.5, 61.8, 209.66666666666666, 118.2, 220.43333333333334, 392.56666666666666, 444.26666666666665, 400.26666666666665, 218.4, 224.2, 292.1333333333333, 20.0, 25.766666666666666, 0.0, 20.166666666666668, 87.66666666666667, 0.0, 155.26666666666668]",51.0
"[74.33333333333333, 318.3, 13.6, 0.0, 21.0, 52.7, 21.166666666666668, 236.6, 458.93333333333334, 200.63333333333333, 335.8333333333333, 411.03333333333336, 89.4, 61.36666666666667, 125.96666666666667, 86.9, 126.36666666666666, 167.6, 421.2, 207.2, 124.7, 78.03333333333333, 173.2, 204.86666666666667, 199.63333333333333, 365.56666666666666, 155.53333333333333, 281.56666666666666, 708.8333333333334, 346.4, 326.6666666666667, 449.76666666666665, 201.43333333333334, 83.26666666666667, 727.3333333333334, 436.6666666666667, 406.6, 95.26666666666667, 118.3, 340.6666666666667, 55.166666666666664, 178.26666666666668, 472.8333333333333, 237.3, 37.2, 35.06666666666667, 0.0, 28.233333333333334]",51.0
"[17.233333333333334, 3.7666666666666666, 110.73333333333333, 255.5, 52.733333333333334, 25.6, 17.333333333333332, 116.4, 592.6333333333333, 193.53333333333333, 163.1, 757.9333333333333, 132.7, 76.66666666666667, 153.86666666666667, 109.76666666666667, 114.5, 262.06666666666666, 667.3333333333334, 63.4, 505.46666666666664, 112.23333333333333, 423.56666666666666, 428.0, 227.3, 156.53333333333333, 244.8, 685.7333333333333, 708.7666666666667, 377.56666666666666, 366.2, 379.4, 225.2, 588.8333333333334, 190.26666666666668, 439.56666666666666, 136.33333333333334, 315.1, 260.1, 307.8, 286.2, 313.6, 388.46666666666664, 564.2, 186.16666666666666, 8.7, 19.266666666666666, 83.43333333333334]",51.0
"[35.96666666666667, 20.0, 41.53333333333333, 132.9, 189.06666666666666, 207.1, 11.633333333333333, 19.633333333333333, 28.7, 402.46666666666664, 185.56666666666666, 225.83333333333334, 615.3333333333334, 181.36666666666667, 175.13333333333333, 301.76666666666665, 711.5666666666667, 287.06666666666666, 345.4, 293.3666666666667, 860.7333333333333, 628.1333333333333, 239.46666666666667, 361.96666666666664, 433.93333333333334, 530.4333333333333, 1206.0333333333333, 1371.2, 391.26666666666665, 219.53333333333333, 154.53333333333333, 145.46666666666667, 131.7, 170.46666666666667, 794.1, 444.6333333333333, 372.8, 388.93333333333334, 336.6333333333333, 244.73333333333332, 108.83333333333333, 116.56666666666666, 205.36666666666667, 93.3, 546.5666666666667, 115.23333333333333, 9.733333333333333, 6.033333333333333]",51.0
"[17.5, 9.4, 8.066666666666666, 17.2, 41.03333333333333, 3.433333333333333, 16.166666666666668, 143.53333333333333, 13.533333333333333, 40.233333333333334, 23.366666666666667, 45.63333333333333, 273.93333333333334, 242.1, 157.56666666666666, 184.9, 611.6333333333333, 804.2333333333333, 413.7, 659.4, 279.3, 597.6666666666666, 319.06666666666666, 331.53333333333336, 653.3, 647.6333333333333, 285.3333333333333, 223.23333333333332, 435.7, 173.53333333333333, 237.96666666666667, 136.43333333333334, 191.06666666666666, 292.56666666666666, 535.9, 228.0, 382.03333333333336, 227.46666666666667, 178.46666666666667, 79.73333333333333, 319.3333333333333, 154.16666666666666, 207.26666666666668, 364.5, 238.0, 0.0, 18.666666666666668, 14.4]",51.0
"[0.0, 11.5, 39.766666666666666, 48.166666666666664, 54.9, 40.96666666666667, 89.46666666666667, 76.4, 602.5, 379.6666666666667, 518.0, 424.06666666666666, 190.63333333333333, 293.3, 636.9, 483.6666666666667, 175.2, 844.1, 650.6, 525.2666666666667, 939.3333333333334, 841.7, 199.93333333333334, 927.9666666666667, 642.8666666666667, 681.5333333333333, 570.1, 456.9, 349.76666666666665, 374.5, 457.2, 301.7, 271.9, 885.6, 500.26666666666665, 562.1333333333333, 636.7333333333333, 440.3333333333333, 261.1666666666667, 313.26666666666665, 101.16666666666667, 260.93333333333334, 503.6333333333333, 45.6, 22.666666666666668, 0.0, 15.933333333333334, 14.866666666666667]",51.0
"[47.56666666666667, 22.266666666666666, 20.033333333333335, 17.833333333333332, 35.63333333333333, 32.666666666666664, 36.233333333333334, 511.23333333333335, 941.6, 605.2333333333333, 449.8666666666667, 115.83333333333333, 117.4, 304.6333333333333, 151.36666666666667, 126.23333333333333, 284.7, 428.93333333333334, 91.16666666666667, 236.96666666666667, 246.03333333333333, 438.6333333333333, 139.16666666666666, 224.73333333333332, 849.7, 551.4666666666667, 938.3333333333334, 489.5, 334.96666666666664, 572.8, 383.23333333333335, 307.93333333333334, 536.7666666666667, 298.53333333333336, 470.3333333333333, 512.0, 212.8, 458.93333333333334, 208.23333333333332, 362.1666666666667, 385.73333333333335, 204.43333333333334, 389.03333333333336, 155.86666666666667, 6.833333333333333, 0.8333333333333334, 7.966666666666667, 4.833333333333333]",51.0
"[49.46666666666667, 26.766666666666666, 214.2, 88.76666666666667, 15.2, 9.766666666666667, 40.4, 370.2, 249.06666666666666, 664.5333333333333, 316.23333333333335, 108.76666666666667, 279.53333333333336, 197.26666666666668, 261.3666666666667, 349.8333333333333, 649.3666666666667, 678.3, 287.73333333333335, 406.96666666666664, 692.0, 779.7666666666667, 337.6666666666667, 566.6, 464.76666666666665, 689.2, 335.93333333333334, 403.46666666666664, 467.1, 335.4, 98.43333333333334, 104.93333333333334, 423.93333333333334, 148.7, 169.96666666666667, 317.5, 460.5, 531.4666666666667, 300.0, 226.53333333333333, 202.36666666666667, 90.53333333333333, 157.03333333333333, 495.43333333333334, 26.366666666666667, 8.9, 2.1, 15.966666666666667]",51.0
"[7.966666666666667, 11.9, 38.5, 29.1, 0.0, 264.1666666666667, 29.633333333333333, 33.53333333333333, 36.56666666666667, 72.6, 322.1, 325.23333333333335, 281.8, 517.9, 153.36666666666667, 705.1666666666666, 516.7, 411.3666666666667, 619.5, 646.9, 103.83333333333333, 153.5, 709.7666666666667, 379.1333333333333, 525.8, 823.5, 284.3, 345.76666666666665, 336.3666666666667, 177.43333333333334, 663.7666666666667, 792.8, 501.76666666666665, 514.0333333333333, 207.33333333333334, 474.73333333333335, 466.3, 906.6666666666666, 270.5, 383.23333333333335, 251.3, 288.23333333333335, 162.9, 443.8333333333333, 178.2, 6.933333333333334, 11.0, 29.966666666666665]",51.0
"[4.633333333333334, 7.133333333333334, 20.6, 14.533333333333333, 73.26666666666667, 0.0, 27.433333333333334, 563.2, 224.4, 769.3333333333334, 466.43333333333334, 146.0, 485.1333333333333, 376.96666666666664, 321.8666666666667, 254.36666666666667, 299.5, 365.1333333333333, 585.2666666666667, 663.6, 322.96666666666664, 451.93333333333334, 508.6, 768.9, 315.3333333333333, 585.3666666666667, 439.0, 244.46666666666667, 328.4, 421.03333333333336, 286.8333333333333, 180.33333333333334, 411.8333333333333, 140.0, 520.6333333333333, 434.2, 463.8, 168.7, 372.8666666666667, 690.6333333333333, 390.5, 214.96666666666667, 33.233333333333334, 108.96666666666667, 306.46666666666664, 19.966666666666665, 0.0, 20.066666666666666]",51.0
"[14.633333333333333, 41.233333333333334, 38.86666666666667, 29.233333333333334, 26.9, 5.466666666666667, 85.73333333333333, 41.96666666666667, 38.86666666666667, 58.36666666666667, 349.03333333333336, 369.06666666666666, 397.8333333333333, 460.93333333333334, 302.76666666666665, 385.56666666666666, 135.26666666666668, 521.1333333333333, 251.23333333333332, 280.1333333333333, 231.13333333333333, 174.0, 483.6666666666667, 556.8, 522.6666666666666, 549.4666666666667, 654.0, 1146.3, 214.86666666666667, 450.5, 338.6, 460.73333333333335, 124.8, 242.33333333333334, 290.56666666666666, 177.63333333333333, 130.33333333333334, 229.23333333333332, 114.0, 447.3333333333333, 134.43333333333334, 223.26666666666668, 157.6, 246.26666666666668, 476.8666666666667, 27.2, 0.0, 13.9]",51.0
"[8.533333333333333, 15.2, 21.633333333333333, 137.63333333333333, 23.933333333333334, 17.9, 13.466666666666667, 21.433333333333334, 70.46666666666667, 438.43333333333334, 205.2, 723.2333333333333, 224.06666666666666, 298.3333333333333, 509.6666666666667, 276.93333333333334, 131.83333333333334, 264.6666666666667, 261.8, 562.3333333333334, 688.3666666666667, 312.3, 412.8666666666667, 441.6, 282.56666666666666, 492.8, 342.03333333333336, 463.6333333333333, 563.4666666666667, 673.4666666666667, 400.23333333333335, 228.9, 261.53333333333336, 180.0, 121.0, 320.2, 297.3666666666667, 262.9, 248.43333333333334, 307.7, 305.46666666666664, 148.8, 52.96666666666667, 478.1, 0.0, 16.166666666666668, 7.5, 0.2]",51.0
"[9.1, 7.4, 29.266666666666666, 10.766666666666667, 19.266666666666666, 14.433333333333334, 18.333333333333332, 58.233333333333334, 1.2333333333333334, 19.0, 25.2, 0.0, 23.8, 519.5666666666667, 452.3666666666667, 190.5, 911.7666666666667, 790.0666666666667, 1198.0333333333333, 954.0333333333333, 545.9, 1017.8666666666667, 1274.5333333333333, 885.4666666666667, 966.3, 502.76666666666665, 282.46666666666664, 208.6, 494.4, 447.53333333333336, 249.53333333333333, 227.63333333333333, 321.3333333333333, 301.73333333333335, 192.8, 130.53333333333333, 231.63333333333333, 334.6666666666667, 144.66666666666666, 135.96666666666667, 240.26666666666668, 94.96666666666667, 159.0, 144.03333333333333, 87.0, 146.43333333333334, 133.56666666666666, 113.5]",52.0
"[141.36666666666667, 529.7333333333333, 34.333333333333336, 0.0, 0.0, 8.633333333333333, 11.666666666666666, 26.733333333333334, 0.1, 25.3, 23.033333333333335, 7.3, 18.4, 3.2666666666666666, 22.966666666666665, 497.2, 190.8, 196.83333333333334, 181.23333333333332, 181.26666666666668, 427.06666666666666, 565.2666666666667, 333.1666666666667, 694.2333333333333, 371.8666666666667, 452.06666666666666, 162.8, 50.36666666666667, 306.6666666666667, 682.1, 640.2666666666667, 543.6666666666666, 339.4, 163.46666666666667, 372.6, 915.3, 254.26666666666668, 59.46666666666667, 265.06666666666666, 18.8, 259.06666666666666, 465.3, 298.76666666666665, 137.36666666666667, 0.0, 7.633333333333334, 39.8, 5.933333333333334]",52.0
"[15.233333333333333, 7.566666666666666, 0.5333333333333333, 27.066666666666666, 0.0, 10.933333333333334, 19.9, 559.4333333333333, 600.9333333333333, 186.86666666666667, 780.8666666666667, 662.4333333333333, 347.3666666666667, 315.8333333333333, 322.03333333333336, 400.03333333333336, 275.43333333333334, 345.1333333333333, 438.8, 232.2, 452.73333333333335, 359.03333333333336, 746.1333333333333, 378.56666666666666, 332.8666666666667, 510.5, 845.1666666666666, 902.1, 402.53333333333336, 406.1333333333333, 450.3, 370.6333333333333, 31.0, 161.53333333333333, 287.46666666666664, 121.96666666666667, 40.9, 256.8666666666667, 499.06666666666666, 221.23333333333332, 406.7, 188.1, 7.833333333333333, 0.0, 76.46666666666667, 0.1, 9.233333333333333, 0.0]",52.0
"[6.566666666666666, 0.0, 9.866666666666667, 0.0, 45.9, 296.1, 74.46666666666667, 396.9, 624.8666666666667, 319.8333333333333, 789.1, 485.46666666666664, 259.6, 252.56666666666666, 370.96666666666664, 333.3, 245.26666666666668, 362.46666666666664, 253.7, 195.73333333333332, 359.26666666666665, 243.66666666666666, 407.76666666666665, 889.0666666666667, 1113.9666666666667, 266.3666666666667, 46.06666666666667, 264.1666666666667, 211.73333333333332, 198.53333333333333, 240.36666666666667, 357.56666666666666, 73.43333333333334, 294.1666666666667, 153.76666666666668, 212.8, 175.96666666666667, 335.56666666666666, 631.4333333333333, 208.6, 35.1, 304.46666666666664, 0.0, 79.33333333333333, 0.0, 0.0, 9.7, 3.1]",52.0
"[6.133333333333334, 9.233333333333333, 0.0, 5.133333333333334, 2.533333333333333, 10.7, 12.066666666666666, 466.1666666666667, 542.0666666666667, 313.6666666666667, 547.1, 737.8333333333334, 319.76666666666665, 392.8666666666667, 283.73333333333335, 396.1, 179.43333333333334, 274.2, 308.3, 347.7, 204.56666666666666, 279.73333333333335, 413.56666666666666, 653.6333333333333, 604.2, 162.6, 53.86666666666667, 32.833333333333336, 654.0666666666667, 490.3, 427.76666666666665, 535.2, 60.733333333333334, 84.56666666666666, 144.4, 103.76666666666667, 149.33333333333334, 98.96666666666667, 485.2, 190.8, 187.5, 276.8333333333333, 176.5, 0.0, 0.0, 0.0, 13.333333333333334, 6.2]",52.0
"[14.566666666666666, 15.2, 19.1, 0.0, 8.933333333333334, 26.733333333333334, 28.166666666666668, 422.6, 422.6333333333333, 94.9, 831.2, 433.1666666666667, 307.96666666666664, 342.46666666666664, 376.06666666666666, 328.43333333333334, 464.6, 308.96666666666664, 313.93333333333334, 293.3333333333333, 337.46666666666664, 305.4, 521.8666666666667, 409.73333333333335, 566.8, 481.4, 629.6333333333333, 1056.8333333333333, 533.9333333333333, 922.3666666666667, 296.76666666666665, 188.2, 325.06666666666666, 192.4, 322.76666666666665, 326.73333333333335, 534.0, 541.3, 147.03333333333333, 191.43333333333334, 224.5, 390.4, 4.1, 0.0, 3.566666666666667, 0.0, 7.066666666666666, 5.533333333333333]",52.0
"[19.2, 0.8666666666666667, 0.0, 23.9, 0.8666666666666667, 0.0, 8.4, 471.8666666666667, 520.2333333333333, 365.26666666666665, 743.2333333333333, 517.0, 160.83333333333334, 297.46666666666664, 227.16666666666666, 287.1, 326.23333333333335, 212.86666666666667, 624.9, 332.56666666666666, 366.1333333333333, 483.6, 294.8, 406.6666666666667, 864.7666666666667, 654.5333333333333, 684.7, 458.0, 360.6, 201.36666666666667, 262.8, 572.5, 54.6, 143.56666666666666, 237.63333333333333, 372.8333333333333, 218.0, 189.36666666666667, 176.76666666666668, 191.56666666666666, 477.26666666666665, 176.53333333333333, 86.3, 158.86666666666667, 450.1666666666667, 99.0, 0.0, 46.2]",52.0
"[10.0, 8.366666666666667, 9.533333333333333, 0.0, 0.0, 24.466666666666665, 28.9, 13.1, 3.8666666666666667, 51.53333333333333, 36.43333333333333, 510.2, 305.0, 305.0, 524.2333333333333, 709.2, 389.6, 355.96666666666664, 669.0666666666667, 1199.5, 555.3, 185.73333333333332, 88.33333333333333, 750.0666666666667, 662.6666666666666, 246.96666666666667, 127.53333333333333, 547.2666666666667, 385.76666666666665, 438.43333333333334, 467.8333333333333, 472.9, 270.5, 706.7, 831.3333333333334, 771.7666666666667, 305.3333333333333, 189.86666666666667, 156.23333333333332, 214.8, 134.86666666666667, 119.06666666666666, 361.93333333333334, 21.566666666666666, 0.0, 22.5, 44.53333333333333, 4.333333333333333]",52.0
"[3.5, 25.0, 0.0, 12.033333333333333, 17.933333333333334, 7.3, 5.233333333333333, 20.266666666666666, 0.0, 0.0, 9.866666666666667, 11.533333333333333, 30.3, 0.0, 238.16666666666666, 602.1, 742.3666666666667, 106.93333333333334, 157.86666666666667, 285.56666666666666, 235.43333333333334, 243.5, 895.6, 671.2666666666667, 675.9, 404.56666666666666, 853.2, 654.1666666666666, 457.93333333333334, 225.83333333333334, 428.5, 76.76666666666667, 147.23333333333332, 325.6, 587.6333333333333, 80.53333333333333, 360.8666666666667, 361.6333333333333, 370.8333333333333, 167.1, 228.13333333333333, 802.9, 152.4, 5.833333333333333, 77.3, 26.733333333333334, 0.0, 0.0]",52.0
"[19.866666666666667, 0.0, 1.5333333333333334, 13.266666666666667, 0.0, 6.333333333333333, 1.5666666666666667, 122.76666666666667, 652.8666666666667, 452.7, 906.8666666666667, 585.7333333333333, 484.0, 363.43333333333334, 321.1666666666667, 542.5333333333333, 151.53333333333333, 420.23333333333335, 256.9, 349.8, 525.3333333333334, 255.1, 414.96666666666664, 651.9, 478.93333333333334, 390.46666666666664, 308.5, 302.5, 399.6666666666667, 964.6, 285.6, 139.3, 533.6666666666666, 345.7, 133.16666666666666, 148.1, 223.83333333333334, 510.0, 270.8333333333333, 169.83333333333334, 157.03333333333333, 497.73333333333335, 0.9, 31.4, 63.166666666666664, 13.7, 0.0, 0.0]",52.0
"[33.766666666666666, 10.933333333333334, 0.0, 1.4666666666666666, 5.933333333333334, 7.566666666666666, 5.533333333333333, 237.4, 635.9, 285.1333333333333, 825.6666666666666, 803.6666666666666, 280.96666666666664, 194.1, 155.83333333333334, 314.06666666666666, 218.86666666666667, 323.1, 347.96666666666664, 100.9, 278.5, 154.7, 331.53333333333336, 575.8, 585.9, 224.4, 145.03333333333333, 116.53333333333333, 229.23333333333332, 538.1, 296.4, 270.76666666666665, 598.5, 673.8333333333334, 289.73333333333335, 189.53333333333333, 175.33333333333334, 195.66666666666666, 425.26666666666665, 67.7, 256.96666666666664, 101.46666666666667, 494.4, 0.0, 0.7666666666666667, 5.833333333333333, 7.6, 4.0]",52.0
"[3.433333333333333, 9.033333333333333, 11.366666666666667, 13.266666666666667, 0.0, 0.8666666666666667, 13.6, 304.03333333333336, 659.9333333333333, 436.6333333333333, 825.2666666666667, 652.7333333333333, 680.3666666666667, 353.43333333333334, 398.6333333333333, 221.63333333333333, 246.1, 502.26666666666665, 319.8666666666667, 412.9, 508.96666666666664, 395.43333333333334, 343.26666666666665, 616.3333333333334, 835.2666666666667, 943.1, 1081.7666666666667, 1499.7333333333333, 873.8333333333334, 565.4666666666667, 292.43333333333334, 550.1333333333333, 141.33333333333334, 200.13333333333333, 665.5333333333333, 374.96666666666664, 115.33333333333333, 378.03333333333336, 268.1666666666667, 19.433333333333334, 487.23333333333335, 121.0, 0.0, 8.1, 14.566666666666666, 112.66666666666667, 0.0, 7.3]",52.0
"[10.666666666666666, 45.7, 25.466666666666665, 15.233333333333333, 3.2333333333333334, 16.7, 30.5, 137.7, 470.3333333333333, 725.0, 492.6333333333333, 303.6, 297.03333333333336, 452.06666666666666, 82.2, 196.2, 222.23333333333332, 394.6666666666667, 357.26666666666665, 284.76666666666665, 223.46666666666667, 561.4, 788.8333333333334, 500.1333333333333, 462.6, 418.3, 222.83333333333334, 107.83333333333333, 548.1666666666666, 581.2666666666667, 623.1333333333333, 146.6, 166.3, 163.96666666666667, 80.63333333333334, 554.4, 308.1333333333333, 206.6, 161.13333333333333, 200.2, 250.1, 513.8666666666667, 804.6, 186.83333333333334, 1.4666666666666666, 0.0, 77.63333333333334, 7.133333333333334]",52.0
"[0.0, 19.833333333333332, 14.733333333333333, 4.1, 9.033333333333333, 33.266666666666666, 39.1, 404.3, 549.7333333333333, 404.56666666666666, 51.5, 111.93333333333334, 378.1333333333333, 339.43333333333334, 109.96666666666667, 203.5, 183.86666666666667, 4.133333333333334, 5.0, 5.0, 4.933333333333334, 3.066666666666667, 3.933333333333333, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.033333333333333, 5.466666666666667, 5.8, 6.0, 6.0, 5.9, 5.066666666666666, 5.0, 4.6, 5.0, 5.0, 4.833333333333333, 5.266666666666667, 6.0, 5.8, 6.0]",52.0
"[6.0, 6.0, 6.0, 6.133333333333334, 7.733333333333333, 8.0, 6.2, 6.0, 6.0, 6.0, 6.0, 7.066666666666666, 7.8, 7.266666666666667, 6.733333333333333, 6.0, 5.566666666666666, 5.233333333333333, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.6, 6.0, 5.6, 5.8, 6.0, 6.0, 6.0, 6.0, 6.0, 6.466666666666667, 7.866666666666666, 8.0, 8.0, 8.0, 8.0, 8.0, 7.866666666666666, 7.933333333333334, 6.6, 6.0, 6.133333333333334, 7.2]",52.0
"[8.0, 7.933333333333334, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.033333333333333, 8.066666666666666, 8.2, 8.2, 8.533333333333333, 8.033333333333333, 8.033333333333333, 8.0, 8.166666666666666, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.5, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.033333333333333, 8.233333333333333, 8.066666666666666, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.066666666666666, 8.166666666666666, 28.066666666666666, 21.166666666666668, 11.466666666666667, 10.1, 20.7, 24.433333333333334]",52.0
"[40.53333333333333, 15.1, 39.833333333333336, 6.766666666666667, 32.56666666666667, 13.366666666666667, 10.066666666666666, 7.833333333333333, 64.73333333333333, 269.5, 352.3666666666667, 398.8666666666667, 449.26666666666665, 353.23333333333335, 281.3, 162.13333333333333, 5.4, 54.5, 262.53333333333336, 160.0, 160.0, 81.5, 106.9, 247.03333333333333, 143.7, 11.7, 159.5, 287.96666666666664, 557.8333333333334, 257.5, 30.566666666666666, 99.06666666666666, 519.2666666666667, 422.56666666666666, 222.86666666666667, 138.5, 124.03333333333333, 237.1, 251.46666666666667, 144.03333333333333, 139.76666666666668, 233.8, 320.53333333333336, 16.566666666666666, 10.766666666666667, 25.966666666666665, 25.7, 32.63333333333333]",53.0
"[1.7, 19.733333333333334, 28.766666666666666, 103.0, 17.133333333333333, 16.066666666666666, 19.066666666666666, 29.633333333333333, 708.6, 619.0, 236.6, 369.3333333333333, 214.83333333333334, 184.76666666666668, 358.1333333333333, 360.0, 261.8333333333333, 313.3333333333333, 316.8333333333333, 397.96666666666664, 696.5333333333333, 406.46666666666664, 297.1, 365.73333333333335, 120.8, 315.8333333333333, 799.4333333333333, 442.8666666666667, 588.3666666666667, 447.06666666666666, 382.8, 396.3666666666667, 413.1666666666667, 568.3666666666667, 249.83333333333334, 601.1666666666666, 599.2, 492.3666666666667, 453.0, 89.03333333333333, 148.3, 403.6666666666667, 71.43333333333334, 0.9, 16.633333333333333, 14.066666666666666, 7.366666666666666, 23.166666666666668]",53.0
"[21.766666666666666, 35.7, 0.6, 9.2, 33.53333333333333, 44.06666666666667, 48.766666666666666, 85.93333333333334, 713.9, 641.2, 301.3666666666667, 297.23333333333335, 218.46666666666667, 144.93333333333334, 366.1, 266.43333333333334, 156.83333333333334, 238.8, 346.0, 392.1333333333333, 216.63333333333333, 113.03333333333333, 327.26666666666665, 225.53333333333333, 645.9666666666667, 366.56666666666666, 625.5, 806.8666666666667, 318.46666666666664, 251.13333333333333, 214.1, 558.8, 287.1, 342.8333333333333, 274.3666666666667, 106.1, 31.033333333333335, 43.5, 141.83333333333334, 393.6, 446.3333333333333, 93.46666666666667, 8.4, 20.2, 10.933333333333334, 30.5, 0.0, 30.2]",53.0
"[21.3, 22.5, 17.066666666666666, 37.0, 47.8, 16.633333333333333, 36.4, 71.33333333333333, 422.53333333333336, 542.0666666666667, 95.4, 320.1666666666667, 261.96666666666664, 451.0, 177.1, 290.1, 107.26666666666667, 301.2, 470.76666666666665, 312.56666666666666, 289.8666666666667, 202.0, 598.3, 491.3333333333333, 195.53333333333333, 656.2, 631.7, 985.9333333333333, 526.1666666666666, 408.3, 179.66666666666666, 372.8, 307.6333333333333, 150.7, 111.33333333333333, 11.133333333333333, 193.5, 90.46666666666667, 114.33333333333333, 243.3, 234.53333333333333, 14.7, 6.066666666666666, 23.433333333333334, 15.033333333333333, 27.033333333333335, 13.433333333333334, 14.233333333333333]",53.0
"[37.96666666666667, 32.1, 16.566666666666666, 11.266666666666667, 27.666666666666668, 23.6, 21.0, 37.2, 252.8, 66.2, 128.7, 244.93333333333334, 871.0333333333333, 402.1333333333333, 727.1333333333333, 546.0333333333333, 63.63333333333333, 147.56666666666666, 233.0, 951.4, 385.8666666666667, 45.03333333333333, 182.83333333333334, 537.2333333333333, 387.26666666666665, 40.5, 105.06666666666666, 217.3, 194.93333333333334, 203.03333333333333, 144.03333333333333, 130.53333333333333, 465.43333333333334, 869.0333333333333, 384.4, 117.03333333333333, 94.36666666666666, 94.33333333333333, 232.8, 95.96666666666667, 691.3666666666667, 104.46666666666667, 10.233333333333333, 23.866666666666667, 30.433333333333334, 17.7, 30.233333333333334, 12.466666666666667]",53.0
"[11.466666666666667, 30.733333333333334, 11.366666666666667, 2.9, 11.733333333333333, 22.1, 16.266666666666666, 22.933333333333334, 48.4, 156.0, 322.46666666666664, 181.1, 277.8666666666667, 169.83333333333334, 754.5666666666667, 298.2, 633.9333333333333, 874.1333333333333, 1179.7333333333333, 823.5, 284.5, 121.76666666666667, 161.1, 374.2, 150.53333333333333, 264.8666666666667, 27.466666666666665, 167.66666666666666, 341.6, 111.53333333333333, 103.23333333333333, 186.86666666666667, 310.73333333333335, 386.6333333333333, 276.1333333333333, 166.06666666666666, 148.46666666666667, 106.43333333333334, 147.23333333333332, 134.83333333333334, 35.8, 198.1, 24.1, 17.1, 7.266666666666667, 45.333333333333336, 2.9, 15.4]",53.0
"[28.866666666666667, 22.2, 68.13333333333334, 13.766666666666667, 17.933333333333334, 15.1, 19.566666666666666, 25.633333333333333, 64.33333333333333, 316.6, 196.93333333333334, 65.03333333333333, 16.066666666666666, 125.56666666666666, 263.26666666666665, 352.1, 451.93333333333334, 431.3, 9.133333333333333, 22.7, 31.2, 36.96666666666667, 38.8, 243.2, 351.73333333333335, 731.9666666666667, 717.1666666666666, 588.7333333333333, 338.4, 1001.1, 37.13333333333333, 141.63333333333333, 321.93333333333334, 287.96666666666664, 59.03333333333333, 26.4, 74.2, 224.93333333333334, 122.06666666666666, 278.6666666666667, 89.9, 11.566666666666666, 1.8, 33.7, 25.933333333333334, 21.4, 10.5, 22.633333333333333]",53.0
